S.No.,ACCESSION NO.,ORGANISM NAME,VRL,SPECIES,LENGTH,GEO LOCATION,HOST,COLLECTION DATE
223,WKW35591,Orthohantavirus seoulense,31-07-2023,Orthohantavirus seoulense,429,China,Rattus norvegicus,2021
224,WKW35592,Orthohantavirus seoulense,31-07-2023,Orthohantavirus seoulense,429,China,Rattus norvegicus,2007
225,WKW35593,Orthohantavirus seoulense,31-07-2023,Orthohantavirus seoulense,429,China,Rattus norvegicus,2015
226,WKW35594,Orthohantavirus seoulense,31-07-2023,Orthohantavirus seoulense,429,China,Rattus norvegicus,2015
227,WKW35595,Orthohantavirus seoulense,31-07-2023,Orthohantavirus seoulense,429,China,Rattus norvegicus,2012
228,WKW35596,Orthohantavirus seoulense,31-07-2023,Orthohantavirus seoulense,429,China,Rattus norvegicus,2012
229,WKW35597,Orthohantavirus seoulense,31-07-2023,Orthohantavirus seoulense,429,China,Rattus norvegicus,2015
230,WKW35598,Orthohantavirus seoulense,31-07-2023,Orthohantavirus seoulense,429,China,Rattus norvegicus,2012
231,WKW35599,Orthohantavirus seoulense,31-07-2023,Orthohantavirus seoulense,429,China,Rattus norvegicus,2018
232,WKW35600,Orthohantavirus seoulense,31-07-2023,Orthohantavirus seoulense,429,China,Rattus norvegicus,2011
233,WKW35601,Orthohantavirus seoulense,31-07-2023,Orthohantavirus seoulense,429,China,Rattus norvegicus,2021
234,WKW35602,Orthohantavirus seoulense,31-07-2023,Orthohantavirus seoulense,429,China,Rattus norvegicus,2004
235,WKW35603,Orthohantavirus seoulense,31-07-2023,Orthohantavirus seoulense,429,China,Rattus norvegicus,2021
236,WKW35604,Orthohantavirus seoulense,31-07-2023,Orthohantavirus seoulense,429,China,Rattus norvegicus,2021
237,WKW35605,Orthohantavirus seoulense,31-07-2023,Orthohantavirus seoulense,429,China,Rattus norvegicus,2021
238,WKW35606,Orthohantavirus seoulense,31-07-2023,Orthohantavirus seoulense,429,China,Rattus norvegicus,2021
239,WKW35607,Orthohantavirus seoulense,31-07-2023,Orthohantavirus seoulense,429,China,Rattus norvegicus,2021
240,WKW35608,Orthohantavirus seoulense,31-07-2023,Orthohantavirus seoulense,429,China,Rattus norvegicus,2001
241,WKW35609,Orthohantavirus seoulense,31-07-2023,Orthohantavirus seoulense,429,China,Rattus norvegicus,2001
242,WKW35610,Orthohantavirus seoulense,31-07-2023,Orthohantavirus seoulense,429,China,Rattus norvegicus,2021
243,WKW35611,Orthohantavirus seoulense,31-07-2023,Orthohantavirus seoulense,429,China,Rattus norvegicus,2022
244,WKW35612,Orthohantavirus seoulense,31-07-2023,Orthohantavirus seoulense,429,China,Rattus norvegicus,2009
245,WKW35613,Orthohantavirus seoulense,31-07-2023,Orthohantavirus seoulense,429,China,Rattus norvegicus,2000
246,WKW35614,Orthohantavirus seoulense,31-07-2023,Orthohantavirus seoulense,429,China,Rattus norvegicus,2000
247,WKW35615,Orthohantavirus seoulense,31-07-2023,Orthohantavirus seoulense,429,China,Rattus norvegicus,2000
248,WKW35616,Orthohantavirus seoulense,31-07-2023,Orthohantavirus seoulense,429,China,Rattus norvegicus,2000
249,WKW35617,Orthohantavirus seoulense,31-07-2023,Orthohantavirus seoulense,429,China,Rattus norvegicus,2016
250,WKW35618,Orthohantavirus seoulense,31-07-2023,Orthohantavirus seoulense,429,China,Rattus norvegicus,2016
251,WKW35619,Orthohantavirus seoulense,31-07-2023,Orthohantavirus seoulense,429,China,Rattus norvegicus,2015
252,WKW35620,Orthohantavirus seoulense,31-07-2023,Orthohantavirus seoulense,429,China,Rattus norvegicus,2016
253,WKW35621,Orthohantavirus seoulense,31-07-2023,Orthohantavirus seoulense,429,China,Rattus norvegicus,2012
254,WKW35622,Orthohantavirus seoulense,31-07-2023,Orthohantavirus seoulense,429,China,Rattus norvegicus,2012
255,WKW35623,Orthohantavirus seoulense,31-07-2023,Orthohantavirus seoulense,429,China,Rattus norvegicus,2013
256,WKW35624,Orthohantavirus seoulense,31-07-2023,Orthohantavirus seoulense,429,China,Rattus norvegicus,2013
257,WKW35625,Orthohantavirus seoulense,31-07-2023,Orthohantavirus seoulense,429,China,Rattus norvegicus,2014
258,WKW35626,Orthohantavirus seoulense,31-07-2023,Orthohantavirus seoulense,429,China,Rattus norvegicus,2014
259,WKW35627,Orthohantavirus seoulense,31-07-2023,Orthohantavirus seoulense,429,China,Rattus norvegicus,2013
260,WKW35628,Orthohantavirus seoulense,31-07-2023,Orthohantavirus seoulense,429,China,Rattus norvegicus,2014
261,WKW35629,Orthohantavirus seoulense,31-07-2023,Orthohantavirus seoulense,429,China,Rattus norvegicus,2014
262,WKR44729,Limestone Canyon virus,26-07-2023,Limestone Canyon virus,428,USA,Peromyscus boylii,29-09-2019
263,UTI93930,Orthohantavirus dobravaense,15-07-2023,Orthohantavirus dobravaense,429,Turkey,Apodemus flavicollis,2009
264,WJE88885,Orthohantavirus puumalaense,25-06-2023,Orthohantavirus puumalaense,433,Russia,Myodes glareolus,2019
265,WJE88886,Orthohantavirus puumalaense,25-06-2023,Orthohantavirus puumalaense,433,Russia,Myodes glareolus,2019
266,WJE88887,Orthohantavirus puumalaense,25-06-2023,Orthohantavirus puumalaense,433,Russia,Myodes glareolus,2019
267,WJE88888,Orthohantavirus puumalaense,25-06-2023,Orthohantavirus puumalaense,433,Russia,Myodes glareolus,2019
268,WJE88889,Orthohantavirus puumalaense,25-06-2023,Orthohantavirus puumalaense,433,Russia,Myodes glareolus,2019
269,WJE88890,Orthohantavirus puumalaense,25-06-2023,Orthohantavirus puumalaense,433,Russia,Myodes glareolus,2019
270,WJE88891,Orthohantavirus puumalaense,25-06-2023,Orthohantavirus puumalaense,433,Russia,Myodes glareolus,2019
271,WJE88894,Orthohantavirus puumalaense,25-06-2023,Orthohantavirus puumalaense,433,Russia,Myodes glareolus,2019
272,WJE88897,Orthohantavirus puumalaense,25-06-2023,Orthohantavirus puumalaense,433,Russia,Myodes glareolus,2019
273,WJE88900,Orthohantavirus puumalaense,25-06-2023,Orthohantavirus puumalaense,433,Russia,Myodes glareolus,2019
274,WJE88903,Orthohantavirus puumalaense,25-06-2023,Orthohantavirus puumalaense,433,Russia,Myodes glareolus,2019
275,WJE88906,Orthohantavirus puumalaense,25-06-2023,Orthohantavirus puumalaense,433,Russia,Myodes glareolus,2019
276,WJE88909,Orthohantavirus puumalaense,25-06-2023,Orthohantavirus puumalaense,433,Russia,Myodes glareolus,2019
277,WJE88912,Orthohantavirus puumalaense,25-06-2023,Orthohantavirus puumalaense,433,Russia,Myodes glareolus,2019
278,WJE88915,Orthohantavirus puumalaense,25-06-2023,Orthohantavirus puumalaense,433,Russia,Myodes glareolus,2019
279,WJE88918,Orthohantavirus puumalaense,25-06-2023,Orthohantavirus puumalaense,433,Russia,Myodes glareolus,2019
280,WJE88921,Orthohantavirus puumalaense,25-06-2023,Orthohantavirus puumalaense,433,Russia,Myodes glareolus,2019
281,WIG62110,Erinaceus hedgehog seoul orthohantavirus,10-06-2023,Erinaceus hedgehog seoul orthohantavirus,429,China,Erinaceus amurensis,2018-03
282,WGO51496,Seewis virus,01-06-2023,Orthohantavirus seewisense,429,Sweden,Sorex araneus,
283,WGZ82031,Orthohantavirus seoulense,15-05-2023,Orthohantavirus seoulense,429,USA,Rattus sp.,1992
284,WGS99414,Orthohantavirus puumalaense,06-05-2023,Orthohantavirus puumalaense,433,Russia: the Republic of Tatarstan,Homo sapiens,2019
285,WGS99415,Orthohantavirus puumalaense,06-05-2023,Orthohantavirus puumalaense,433,Russia: the Republic of Tatarstan,Homo sapiens,2019
286,WGS99418,Orthohantavirus puumalaense,06-05-2023,Orthohantavirus puumalaense,433,Russia: the Republic of Tatarstan,Homo sapiens,2019
287,WGJ78982,Orthohantavirus sp.,29-04-2023,Orthohantavirus sp.,429,China: Henan,Rattus flavipectus,07-09-2022
288,WGJ78983,Orthohantavirus sp.,29-04-2023,Orthohantavirus sp.,429,China: Henan,Apodemus agrarius,07-09-2022
289,WGJ78984,Orthohantavirus sp.,29-04-2023,Orthohantavirus sp.,429,China: Henan,Rattus flavipectus,25-11-2021
290,WGJ78985,Orthohantavirus sp.,29-04-2023,Orthohantavirus sp.,429,China: Henan,Apodemus agrarius,06-09-2022
291,WGJ78986,Orthohantavirus sp.,29-04-2023,Orthohantavirus sp.,429,China: Henan,Apodemus agrarius,06-09-2022
292,WGJ78987,Orthohantavirus sp.,29-04-2023,Orthohantavirus sp.,429,China: Henan,Apodemus agrarius,06-09-2022
293,WGJ78988,Orthohantavirus sp.,29-04-2023,Orthohantavirus sp.,429,China: Henan,Apodemus agrarius,24-11-2021
294,WGJ78989,Orthohantavirus sp.,29-04-2023,Orthohantavirus sp.,429,China: Henan,Apodemus agrarius,11-11-2021
295,WFF64116,Orthohantavirus seoulense,09-04-2023,Orthohantavirus seoulense,429,Germany: Lower Saxony,Rattus norvegicus,08-11-2019
296,WFF64117,Orthohantavirus seoulense,09-04-2023,Orthohantavirus seoulense,429,Germany: Lower Saxony,Rattus norvegicus,03-12-2019
297,WCS22529,Orthohantavirus seoulense,15-02-2023,Orthohantavirus seoulense,429,China,Rattus norvegicus,2021
298,WCS22530,Orthohantavirus seoulense,15-02-2023,Orthohantavirus seoulense,429,China,Rattus norvegicus,2021
299,WCS22531,Orthohantavirus seoulense,15-02-2023,Orthohantavirus seoulense,429,China,Rattus tanezumi,2018
300,WBR79258,Orthohantavirus andesense,18-01-2023,Orthohantavirus andesense,428,Brazil,Homo sapiens,09-12-2022
301,WBR24546,Orthohantavirus seoulense,17-01-2023,Orthohantavirus seoulense,429,China,Rattus norvegicus,2021-02
302,WBR24548,Orthohantavirus seoulense,17-01-2023,Orthohantavirus seoulense,429,China,Rattus norvegicus,2021-05
303,UYS55324,Sapporo rat virus,01-11-2022,Orthohantavirus seoulense,429,Japan,Rattus,1981-02
304,UYO08712,Orthohantavirus hantanense,29-10-2022,Orthohantavirus hantanense,429,China: Jiangsu,Homo sapiens,2020-12
305,UXW93703,Orthohantavirus seoulense,10-10-2022,Orthohantavirus seoulense,429,China,Rattus norvegicus,24-04-2021
306,UXW93704,Orthohantavirus seoulense,10-10-2022,Orthohantavirus seoulense,429,China,Rattus losea,24-04-2021
307,UXK58065,Orthohantavirus seoulense,01-10-2022,Orthohantavirus seoulense,429,South Korea: Chuncheon,Rattus norvegicus,14-11-2018
308,UXK58066,Orthohantavirus seoulense,01-10-2022,Orthohantavirus seoulense,429,South Korea: Gangneung,Rattus norvegicus,18-12-2019
309,UWL51921,Orthohantavirus hantanense,14-09-2022,Orthohantavirus hantanense,429,China,Apodemus agrarius,18-10-2017
310,UWL51922,Orthohantavirus hantanense,14-09-2022,Orthohantavirus hantanense,429,China,Apodemus agrarius,14-05-2018
311,UWL51923,Orthohantavirus hantanense,14-09-2022,Orthohantavirus hantanense,429,China,Apodemus agrarius,14-05-2018
312,UWL51924,Orthohantavirus hantanense,14-09-2022,Orthohantavirus hantanense,429,China,Apodemus agrarius,10-11-2020
313,UWL51925,Orthohantavirus hantanense,14-09-2022,Orthohantavirus hantanense,429,China,Apodemus agrarius,23-04-2020
314,UWL51926,Orthohantavirus hantanense,14-09-2022,Orthohantavirus hantanense,429,China,Apodemus agrarius,12-05-2020
315,UWL51927,Orthohantavirus hantanense,14-09-2022,Orthohantavirus hantanense,429,China,Apodemus agrarius,03-11-2020
316,UWL51928,Orthohantavirus hantanense,14-09-2022,Orthohantavirus hantanense,429,China,Homo sapiens,25-12-2018
317,UWL51929,Orthohantavirus hantanense,14-09-2022,Orthohantavirus hantanense,429,China,Homo sapiens,06-08-2019
318,UWL51930,Orthohantavirus hantanense,14-09-2022,Orthohantavirus hantanense,429,China,Homo sapiens,31-05-2019
319,UWL51931,Orthohantavirus hantanense,14-09-2022,Orthohantavirus hantanense,429,China,Homo sapiens,30-12-2019
320,UWL51932,Orthohantavirus hantanense,14-09-2022,Orthohantavirus hantanense,429,China,Homo sapiens,09-06-2020
321,UWL51933,Orthohantavirus hantanense,14-09-2022,Orthohantavirus hantanense,429,China,Homo sapiens,16-11-2020
322,UWL51934,Orthohantavirus hantanense,14-09-2022,Orthohantavirus hantanense,429,China,Homo sapiens,16-11-2020
323,UWL51935,Orthohantavirus hantanense,14-09-2022,Orthohantavirus hantanense,429,China,Homo sapiens,08-12-2020
324,UWL51936,Orthohantavirus hantanense,14-09-2022,Orthohantavirus hantanense,429,China,Homo sapiens,15-12-2020
325,UWL51937,Orthohantavirus hantanense,14-09-2022,Orthohantavirus hantanense,429,China,Homo sapiens,23-12-2020
326,UWL51938,Orthohantavirus hantanense,14-09-2022,Orthohantavirus hantanense,429,China,Homo sapiens,24-12-2020
327,UWL51939,Orthohantavirus hantanense,14-09-2022,Orthohantavirus hantanense,429,China,Homo sapiens,31-12-2020
328,UWL51940,Orthohantavirus hantanense,14-09-2022,Orthohantavirus hantanense,429,China,Homo sapiens,15-01-2021
329,UWL51941,Orthohantavirus hantanense,14-09-2022,Orthohantavirus hantanense,429,China,Homo sapiens,31-01-2021
330,UWL51942,Orthohantavirus seoulense,14-09-2022,Orthohantavirus seoulense,429,China,Rattus norvegicus,17-05-2018
331,UWL51943,Orthohantavirus seoulense,14-09-2022,Orthohantavirus seoulense,429,China,Rattus norvegicus,14-05-2018
332,UWL51944,Orthohantavirus seoulense,14-09-2022,Orthohantavirus seoulense,429,China,Rattus norvegicus,14-05-2018
333,UWL51945,Orthohantavirus seoulense,14-09-2022,Orthohantavirus seoulense,429,China,Rattus norvegicus,20-04-2018
334,UWL51946,Orthohantavirus seoulense,14-09-2022,Orthohantavirus seoulense,429,China,Rattus norvegicus,01-06-2018
335,UWL51947,Orthohantavirus seoulense,14-09-2022,Orthohantavirus seoulense,429,China,Rattus norvegicus,23-05-2019
336,UWL51948,Orthohantavirus seoulense,14-09-2022,Orthohantavirus seoulense,429,China,Rattus norvegicus,23-04-2020
337,UWM10524,Orthohantavirus dabieshanense,14-09-2022,Orthohantavirus dabieshanense,429,China,Niviventer confucianus,14-11-2020
338,UTK64188,Orthohantavirus dobravaense,19-07-2022,Orthohantavirus dobravaense,429,Italy,Apodemus flavicollis,20-07-2021
339,UTK64191,Orthohantavirus dobravaense,19-07-2022,Orthohantavirus dobravaense,429,Italy,Apodemus flavicollis,20-07-2021
340,UTE79806,Orthohantavirus puumalaense,13-07-2022,Orthohantavirus puumalaense,433,Russia,Homo sapiens,2019
341,UTE79807,Orthohantavirus puumalaense,13-07-2022,Orthohantavirus puumalaense,433,Russia,Myodes glareolus,2019
342,UTE79810,Orthohantavirus puumalaense,13-07-2022,Orthohantavirus puumalaense,433,Russia,Myodes glareolus,2019
343,UTE79813,Orthohantavirus puumalaense,13-07-2022,Orthohantavirus puumalaense,433,Russia,Myodes glareolus,2019
344,UTE79816,Orthohantavirus puumalaense,13-07-2022,Orthohantavirus puumalaense,433,Russia,Myodes glareolus,2019
345,UTE79868,Orthohantavirus puumalaense,13-07-2022,Orthohantavirus puumalaense,433,Sweden,Homo sapiens,2019-01
346,USV27807,Orthohantavirus seoulense,05-07-2022,Orthohantavirus seoulense,429,China: Hainan Province,Rattus norvegicus,2017-06
347,USV27810,Orthohantavirus seoulense,05-07-2022,Orthohantavirus seoulense,429,China: Hainan Province,Rattus norvegicus,2017-06
348,I7GVL4,Orthohantavirus nigrorivense,25-05-2022,Orthohantavirus nigrorivense,428,,Homo sapiens,
349,O36307,Andes orthohantavirus,25-05-2022,Orthohantavirus andesense,428,,Abrothrix longipilis,
350,Q805Q9,Orthohantavirus dobravaense,25-05-2022,Orthohantavirus dobravaense,429,,Apodemus agrarius,
351,Q88918,Orthohantavirus tulaense,25-05-2022,Orthohantavirus tulaense,429,,Homo sapiens,
352,Q89462,Sin Nombre orthohantavirus,25-05-2022,Orthohantavirus sinnombreense,428,,Homo sapiens,
353,UPW27089,Orthohantavirus seoulense,09-05-2022,Orthohantavirus seoulense,429,China: Fujian Province,Rattus norvegicus,
354,UPW27092,Orthohantavirus seoulense,09-05-2022,Orthohantavirus seoulense,429,China: Fujian Province,Rattus norvegicus,
355,UOX72972,Wenzhou Niviventer niviventer orthohantavirus 1,20-04-2022,Wenzhou Niviventer niviventer orthohantavirus 1,429,China,Niviventer niviventer,2016
356,UOX72975,Jingmen Rattus norvegicus orthohantavirus 1,20-04-2022,Jingmen Rattus norvegicus orthohantavirus 1,429,China,Rattus norvegicus,2016
357,UOX72978,Wufeng Chodsigoa smithii orthohantavirus 1,20-04-2022,Wufeng Chodsigoa smithii orthohantavirus 1,428,China,Chodsigoa smithii,2016
358,UOI88752,Orthohantavirus puumalaense,12-04-2022,Orthohantavirus puumalaense,433,Russia,Myodes glareolus,04-10-2019
359,UOI88753,Orthohantavirus puumalaense,12-04-2022,Orthohantavirus puumalaense,433,Russia,Myodes glareolus,04-10-2019
360,UOI88754,Orthohantavirus puumalaense,12-04-2022,Orthohantavirus puumalaense,433,Russia,Myodes glareolus,08-10-2019
361,UOI88755,Orthohantavirus puumalaense,12-04-2022,Orthohantavirus puumalaense,433,Russia,Myodes glareolus,10-10-2019
362,UOI88756,Orthohantavirus puumalaense,12-04-2022,Orthohantavirus puumalaense,433,Russia,Myodes glareolus,11-10-2019
363,UOI88757,Orthohantavirus puumalaense,12-04-2022,Orthohantavirus puumalaense,433,Russia,Myodes glareolus,11-10-2019
364,UOI88758,Orthohantavirus puumalaense,12-04-2022,Orthohantavirus puumalaense,433,Russia,Myodes glareolus,29-05-2019
365,UOI88759,Orthohantavirus puumalaense,12-04-2022,Orthohantavirus puumalaense,433,Russia,Myodes glareolus,17-10-2019
366,UOI88760,Orthohantavirus puumalaense,12-04-2022,Orthohantavirus puumalaense,433,Russia,Myodes glareolus,29-05-2019
367,UOI88761,Orthohantavirus puumalaense,12-04-2022,Orthohantavirus puumalaense,433,Russia,Myodes glareolus,08-06-2019
368,UOI88762,Orthohantavirus puumalaense,12-04-2022,Orthohantavirus puumalaense,433,Russia,Myodes glareolus,11-06-2019
369,UOI88763,Orthohantavirus puumalaense,12-04-2022,Orthohantavirus puumalaense,433,Russia,Myodes glareolus,28-06-2019
370,UOI88764,Orthohantavirus puumalaense,12-04-2022,Orthohantavirus puumalaense,433,Russia,Myodes glareolus,28-06-2019
371,UOI88765,Orthohantavirus puumalaense,12-04-2022,Orthohantavirus puumalaense,433,Russia,Myodes glareolus,28-06-2019
372,UOI88766,Orthohantavirus puumalaense,12-04-2022,Orthohantavirus puumalaense,433,Russia,Myodes glareolus,02-07-2019
373,UOI88767,Orthohantavirus puumalaense,12-04-2022,Orthohantavirus puumalaense,433,Russia,Myodes glareolus,12-07-2019
374,UOI88768,Orthohantavirus puumalaense,12-04-2022,Orthohantavirus puumalaense,433,Russia,Myodes glareolus,16-07-2019
375,UOI88769,Orthohantavirus puumalaense,12-04-2022,Orthohantavirus puumalaense,433,Russia,Myodes glareolus,31-07-2019
376,UOI88770,Orthohantavirus puumalaense,12-04-2022,Orthohantavirus puumalaense,433,Russia,Myodes glareolus,31-07-2019
377,UOI88771,Orthohantavirus puumalaense,12-04-2022,Orthohantavirus puumalaense,433,Russia,Myodes glareolus,03-08-2019
378,UOI88772,Orthohantavirus puumalaense,12-04-2022,Orthohantavirus puumalaense,433,Russia,Myodes glareolus,05-09-2019
379,UOI88773,Orthohantavirus puumalaense,12-04-2022,Orthohantavirus puumalaense,433,Russia,Myodes glareolus,05-09-2019
380,QXJ08913,Orthohantavirus seoulense,29-03-2022,Orthohantavirus seoulense,429,China,Rattus tanezumi,18-03-2017
381,QXJ08914,Orthohantavirus seoulense,29-03-2022,Orthohantavirus seoulense,429,China,Rattus norvegicus,25-02-2017
382,QXJ08917,Orthohantavirus seoulense,29-03-2022,Orthohantavirus seoulense,429,China,Rattus norvegicus,2017-04
383,QXJ08918,Orthohantavirus seoulense,29-03-2022,Orthohantavirus seoulense,429,China,Rattus norvegicus,2014-05
384,QXJ08919,Orthohantavirus seoulense,29-03-2022,Orthohantavirus seoulense,429,China,Rattus norvegicus,15-11-2015
385,QXJ08920,Orthohantavirus seoulense,29-03-2022,Orthohantavirus seoulense,429,China,Rattus norvegicus,2017-05
386,QXJ08921,Orthohantavirus seoulense,29-03-2022,Orthohantavirus seoulense,429,China,Rattus norvegicus,27-02-2016
387,UMM62380,Academ virus,08-03-2022,Academ virus,430,Russia: Altai Republic,Talpa altaica,2020-08
388,UMM62381,Academ virus,08-03-2022,Academ virus,430,Russia: Altai Republic,Talpa altaica,2020-08
389,UMM62382,Academ virus,08-03-2022,Academ virus,430,Russia: Altai Republic,Talpa altaica,2020-08
390,UMM62407,Academ virus,08-03-2022,Academ virus,430,Russia: Kemerovo Region,Talpa altaica,2021-06
391,UMM62408,Academ virus,08-03-2022,Academ virus,430,Russia: Kemerovo Region,Talpa altaica,2021-07
392,UMM62360,Orthohantavirus puumalaense,04-03-2022,Orthohantavirus puumalaense,433,Russia: Saratov,Myodes glareolus,2019-05
393,UMM62361,Orthohantavirus puumalaense,04-03-2022,Orthohantavirus puumalaense,433,Russia: Saratov,Myodes glareolus,2019-05
394,UMM62362,Orthohantavirus puumalaense,04-03-2022,Orthohantavirus puumalaense,433,Russia: Saratov,Myodes glareolus,2019-05
395,UMM61513,Orthohantavirus dobravaense,03-03-2022,Orthohantavirus dobravaense,429,Lithuania: Rusne,Apodemus agrarius,2017
396,UBT21378,Orthohantavirus chocloense,30-12-2021,Orthohantavirus chocloense,429,Panama,Oligoryzomys costaricensis,
